Graph,Nodes,Edges,SCCs,TopoOrderLen,ShortestDist,LongestDist,SCC_Time(ms),Condensation_Time(ms),Topo_Time(ms),Shortest_Time(ms),Longest_Time(ms),Total_Time(ms),DFS_Visits,DFS_Edges,Kahn_Pushes,Kahn_Pops,Relaxations
small1,6,4,4,3.0,3.0,0,904,2,989,29,302,59,977,0,051,93,918,12,10,12,12,4
small2,6,6,6,4.0,7.0,0,057,0,203,0,019,0,033,0,025,0,484,12,16,18,18,16
small3,7,7,7,7.0,7.0,0,032,0,044,0,011,0,017,0,012,0,230,14,10,21,21,6
medium1,12,8,8,7.0,7.0,0,046,0,024,0,018,0,018,0,012,0,194,24,22,24,24,10
medium2,15,15,15,19.0,22.0,0,043,0,066,0,014,0,025,0,046,0,302,30,34,45,45,34
medium3,16,7,7,0.0,0.0,0,052,0,022,0,007,0,010,0,007,0,189,32,30,21,21,0
large1,20,20,20,8.0,8.0,0,036,0,050,0,013,0,027,0,019,0,257,40,32,60,60,8
large2,25,16,16,20.0,20.0,0,055,0,054,0,012,0,023,0,017,0,291,50,48,48,48,24
large3,30,12,12,0.0,0.0,0,072,0,034,0,014,0,016,0,012,0,291,60,58,36,36,0
